Time,oscIndex2_20190603_slice2,phaseNumber_20190603_slice2,oscIndex2_20190603_slice3,phaseNumber_20190603_slice3,oscIndex2_20190603_slice6,phaseNumber_20190603_slice6,oscIndex2_20190605_slice3,phaseNumber_20190605_slice3,oscIndex2_20190605_slice4,phaseNumber_20190605_slice4,oscIndex2_20190606_slice5,phaseNumber_20190606_slice5,oscIndex2_20190606_slice7,phaseNumber_20190606_slice7
-20 min,0.957369085757914,1,0.882300953870275,1,0.947987638454229,1,0.952899187610893,1,0.683920259685406,1,0.87992628271639,1,0.869980046728413,1
-19 min,0.553605134090286,1,0.870860845428511,1,0.713249418298917,1,0.796712985149649,1,0.836147967904401,1,0.905908741236962,1,0.982814474391316,1
-18 min,0.543191754386935,1,0.899627354210963,1,0.71733816483701,1,0.925678378873961,1,0.79592315901177,1,0.980505225320399,1,0.914722566760483,1
-17 min,0.580383239181141,1,0.908782451417233,1,0.638412490054277,1,0.892427380611175,1,0.749384443409904,1,0.981504013722534,1,0.916935649859953,1
-16 min,0.618093465656511,1,0.954505328851879,1,0.788656491924551,1,0.815031852385751,1,0.875757604040045,1,0.93785188839528,1,0.959187805141797,1
-15 min,0.5886465713767,1,0.898817379484047,1,0.756017326691225,1,0.917675307518996,1,0.880604458565217,1,0.971895211504383,1,0.920206674956516,1
-14 min,0.548838633211152,1,0.91005034194946,1,0.650786799000421,1,0.837262055623272,1,0.732797556990556,1,0.934603762192506,1,0.87785629712824,1
-13 min,0.5833135362302,1,0.982926400777114,1,0.535347688621871,1,0.767754560707844,1,0.873939401565634,1,0.891248283958453,1,0.944043890111238,1
-12 min,0.458962885651803,1,0.896059568462511,1,0.885438291171923,1,0.769266969626557,1,0.732733891757431,1,0.949833887946455,1,0.975895585552841,1
-11 min,0.604262964806011,1,0.939913386322724,1,0.599828843786824,1,0.683568264254688,1,0.828386545076076,1,0.955930267913272,1,0.902608373714282,1
-10 min,0.528282638352918,1,0.856097675989722,1,0.9181943769636,1,0.80424336866031,1,0.787215411128873,1,0.993104582900545,1,0.983428175142413,1
-9 min,0.575277706716176,1,0.913703092908326,1,0.753714553836264,1,0.647940936223352,1,0.845589153030522,1,0.974018273081438,1,0.973760909041248,1
-8 min,0.70740575880338,1,0.954027300148744,1,0.690546338868935,1,0.882455414089241,1,0.847409208554298,1,0.913879762310755,1,0.859227007903733,1
-7 min,0.661804775315541,1,0.941870751440844,1,0.655077303619581,1,0.687471855642021,1,0.673370486190878,1,0.986586686728555,1,0.908461187621949,1
-6 min,0.553227906706059,1,0.960691998489358,1,0.829493896926268,1,0.840996061839772,1,0.799826429690116,1,0.967955327762857,1,0.962673009223799,1
-5 min,0.433421330276832,1,0.864921013442662,1,0.839180245536132,1,0.876870428758554,1,0.90069517199758,1,0.992319142417262,1,0.883181176536877,1
-4 min,0.518437843113521,1,0.944644217173515,1,0.83081851165209,1,0.722699375425822,1,0.729861429968295,1,0.985698502175076,1,0.982997053278528,1
-3 min,0.551961319635934,1,0.953559166754261,1,0.726578281277023,1,0.831194065248759,1,0.751924147083303,1,0.990886423461544,1,0.925353217941346,1
-2 min,0.450999456488029,1,0.937823100738024,1,0.721074761523402,1,0.696722894574672,1,0.898529568183977,1,0.976842597086303,1,0.738549965580604,1
-1 min,0.575239812736522,1,0.919729788579882,1,0.767012267181855,1,0.804037079876145,1,0.893880712919212,1,0.982119473202329,1,0.780298372001209,1
0 min,0.742095571511688,2,0.944293425886335,2,0.612931374048309,2,0.87572858466641,2,0.778954253707559,2,0.958086310733659,2,0.87412171419177,2
1 min,0.76133088468171,2,0.990849360106493,2,0.814671433348287,2,0.740023293770919,2,0.879058388593318,2,0.865760667986795,2,0.820094541223582,2
2 min,0.661309592611975,2,0.927246194666507,2,0.927194400834682,2,0.887737777130021,2,0.872881843214655,2,0.835879893530549,2,0.891678529504364,2
3 min,0.826160303199244,2,0.958623303220077,2,0.867523897468089,2,0.770971074955187,2,0.728267467693938,2,0.973225011187935,2,0.947694758609846,2
4 min,0.677179468034813,2,0.933126149891358,2,0.698978066195019,2,0.86774827019754,2,0.877440222209624,2,0.968261911141686,2,0.921453570580503,2
5 min,0.461548471453486,2,0.951119517797474,2,0.704267066365012,2,0.718435097397179,2,0.705371281995142,2,0.895953405161307,2,0.830841013693622,2
6 min,0.419041109105778,2,0.916196370200169,2,0.764562093458217,2,0.840889913001347,2,0.727751288987648,2,0.914994905701888,2,0.956414248698901,2
7 min,0.647223137745592,2,0.947897540455816,2,0.673088434218376,2,0.667993607388013,2,0.888021727344259,2,0.947190730666488,2,0.951500843727877,2
8 min,0.679312789272069,2,0.861685687428857,2,0.831036954413676,2,0.773170623732223,2,0.817625933766953,2,0.850372521574062,2,0.879143787717473,2
9 min,0.528050803446765,2,0.93344644559054,2,0.633649724813474,2,0.910106988526379,2,0.835430419009579,2,0.966935131304125,2,0.949204472802544,2
10 min,0.687991981192895,2,0.91196096502809,2,0.667449793015278,2,0.911450423663213,2,0.879022572530951,2,0.909111433548834,2,0.860189385625122,2
11 min,0.600125898924079,2,0.892971653341971,2,0.694867010374318,2,0.844739026920396,2,0.917903030608648,2,0.960822013697564,2,0.876157594136146,2
12 min,0.615671280845871,2,0.912932634350933,2,0.574811274592359,2,0.830947631173824,2,0.818740987014798,2,0.945133281706894,2,0.923139088279961,2
13 min,0.59225848880008,2,0.968926900102282,2,0.830215684760832,2,0.865062941010376,2,0.794701049066998,2,0.974967430963377,2,0.961898218948309,2
14 min,0.770787138589573,2,0.85586197083196,2,0.878831325545938,2,0.846532129028647,2,0.745747263218745,2,0.946130314260991,2,0.912805101497221,2
15 min,0.696708049911033,2,0.922218983894304,2,0.869990707355596,2,0.828196696632547,2,0.751910811876797,2,0.935633185148908,2,0.745892176567823,2
16 min,0,2,0.828613287555151,2,0.734965324229312,2,0.835691311112797,2,0.83853122651081,2,0.870887861629962,2,0.895799345739898,2
17 min,0,2,0.946188638272274,2,0.75186068754884,2,0.844157351789282,2,0.757974872976508,2,0.78293139911572,2,0.894770105027525,2
18 min,0.599837507755783,2,0.953033166522381,2,0.818086702841701,2,0.909672265473027,2,0.834629030712446,2,0.760800044456081,2,0.751180672223608,2
19 min,0.552531904837377,2,0.890300821275828,2,0.850013876561493,2,0.799027242592482,2,0.804553164887504,2,0.978772338808173,2,0.790993966433858,2
20 min,0.388356499946728,2,0.914087120326115,2,0.70598860272024,2,0.737801540971511,2,0.86339441963043,2,0.944640670274894,2,0.945439079473805,2
21 min,0.646973670005458,2,0.903276583610494,2,0.745859750109787,2,0.75589706047705,2,0.70306748437012,2,0.870843403296957,2,0.562909924652071,2
22 min,0,2,0.83958805427569,2,0.826644195580762,2,0.837642084067751,2,0.89130397052616,2,0.876658145984515,2,0.812475749281917,2
23 min,0,2,0.927052283533556,2,0.777307674978472,2,0.879258646004418,2,0.793899760965486,2,0.923077395819786,2,0.810740739776908,2
24 min,0.644730262303082,2,0.813325046783,2,0.715139018084849,2,0.799516195566121,2,0.743508626498716,2,0.904575229042431,2,0.872609770447973,2
25 min,0.906398119363144,2,0.880371943984745,2,0.915785997274104,2,0.757816089502714,2,0.672215728647324,2,0.966077851669176,2,0.602130316031423,2
26 min,0,2,0.947002070002097,2,0.904128444898425,2,0.581514705295107,2,0.821325072726027,2,0.851146987655473,2,0.749525429118826,2
27 min,0,2,0.969681525123729,2,0.634223227583391,2,0.656404167526431,2,0.825156556633868,2,0.940679768336436,2,0.830474454306863,2
28 min,0,2,0.802106850288136,2,0.867740468875537,2,0.813851970485155,2,0.777077483615486,2,0.906678410896252,2,0.72824611378915,2
29 min,0,2,0.954224012755682,2,0.721431914581228,2,0.739594501630244,2,0.826706610987088,2,0.857511473223372,2,0.561876213645227,2
30 min,0,3,0.910125837047004,3,0.725434808253385,3,0.725889214443851,3,0.548614720829764,3,0.961460967802756,3,0.529587637219759,3
31 min,0.561842159492002,3,0.824875151854035,3,0.963121778206924,3,0.824559406258834,3,0.901854687524178,3,0.916329787722429,3,0.789858094036223,3
32 min,0.560708201995469,3,0.878787014246928,3,0.842751154193937,3,0.890204009798263,3,0.764635868660977,3,0.90453434888992,3,0.537342289183714,3
33 min,0.655819572128979,3,0.839243569145483,3,0.685833486173409,3,0.873781690582129,3,0.559901558061117,3,0.935551450716557,3,0.597510973400381,3
34 min,0,3,0.876789174884738,3,0.81038477409351,3,0.159012984192549,3,0.698996079652789,3,0.937052564181474,3,0.558297064890231,3
35 min,0.649248847857528,3,0.821916721370978,3,0.754785812727393,3,0.765477848008316,3,0.839612324828805,3,0.924740042071582,3,0.508769352764753,3
36 min,0.848661908209834,3,0.770518653083253,3,0.821880217711524,3,0.994565130469405,3,0.820380535977264,3,0.9665234202722,3,0.367933193643042,3
37 min,0.535768899580671,3,0.789954844619724,3,0.818656418555898,3,0.637573272686057,3,0.666918930019745,3,0.866488550541871,3,0.521077109383519,3
38 min,0.904905435528708,3,0.799425469915735,3,0.924623060951036,3,0.794161172550469,3,0.755500932391629,3,0.971906818616525,3,0.490037063151884,3
39 min,0.526894361199874,3,0.786528763478455,3,0.913423327674812,3,0.799250436913032,3,0.688068282993715,3,0.878494018510996,3,0.577684779013152,3
40 min,0.54297846194401,3,0.848710201722959,3,0.870755804751263,3,0.643195387591538,3,0.69211299676717,3,0.967248344170005,3,0.519977640960043,3
41 min,0,3,0.847760467755507,3,0.80330026969157,3,0.793625424039429,3,0.119789175331113,3,0.945730920722922,3,0.520083961743397,3
42 min,0.878865979977854,3,0.612481651756434,3,0.765717912829302,3,0.759584369017526,3,0.977000470952867,3,0.896565645237477,3,0.542146772433876,3
43 min,0.520321601806357,3,0.805624951223762,3,0,3,0.724251626428435,3,0,3,0.906977262863358,3,0.527130049155868,3
44 min,0,3,0.860539228946944,3,0.646191439846067,3,0.899469971685457,3,0.995702780189429,3,0.917464406441141,3,0.627407461014239,3
45 min,0.892926109146511,3,0.854980297540164,3,0.71554099490521,3,0.741190249265599,3,0.916971694298619,3,0.921574223842035,3,0.719193683744428,3
46 min,0.434925921829672,3,0.847832968052129,3,0.71291474048254,3,0.82992075845916,3,0.749841659582805,3,0.924917400151989,3,0.594011827309129,3
47 min,0.705352557675346,3,0.789850342045719,3,0.81595328695333,3,0.812963471209208,3,0.72508203852324,3,0.862552286432053,3,0.705182291849854,3
48 min,0.558681602377157,3,0.759549136620647,3,0.751417380575961,3,0.68516301478528,3,0.795859944719095,3,0.933113148087241,3,0.78603983822367,3
49 min,0.496835653480799,3,0.796769059100775,3,0.883315386453103,3,0.705610284908828,3,0.820507690708464,3,0.890415596743677,3,0.482026121013292,3
